STNAME,CTYNAME,PCNT_BLACK,Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2,x,y
New York,Kings,0.3548443046474808,Gowanus Canal,50.0,NYN000206222,206222.0,2.0,New York,Brooklyn,Kings,NPL Site,40.681639000000004,-73.98733299999999,04/09/2009,03/04/2010,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363172"" target=""_blank"">NYN000206222 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206222"" target=""_blank"">Gowanus Canal</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7824.pdf"" target=""_blank"">04/09/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4325.pdf"" target=""_blank"">03/04/2010 (PDF)</a>",,,,No,,,,,1625.0,-8236232.234712366,4965496.292403181
Indiana,LaPorte,0.13146112405358182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lafayette,0.3698671497584541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Lafayette,0.1359534552362859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Lafayette,0.2786366054257539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Lafayette,0.24346989022381013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Lafourche,0.1456860696211609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,Lake,0.25629617728782905,Lake Sandy Jo (M&M Landfill),38.21,IND980500524,501611.0,5.0,Indiana,Gary,Lake,NPL Site,41.570839,-87.382231,12/30/1982,09/08/1983,09/20/1994,258.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633484"" target=""_blank"">IND980500524 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501611"" target=""_blank"">Lake Sandy Jo (M&M Landfill)</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,442.0,-9727345.459300203,5096908.423604882
Indiana,Lake,0.25629617728782905,MIDCO I,46.44,IND980615421,501761.0,5.0,Indiana,Gary,Lake,NPL Site,41.5895,-87.4284,12/30/1982,09/08/1983,03/16/2017,1189.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633488"" target=""_blank"">IND980615421 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501761"" target=""_blank"">MIDCO I</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,446.0,-9732484.96887064,5099685.503470875
Indiana,Lake,0.25629617728782905,Ninth Avenue Dump,40.32,IND980794432,501816.0,5.0,Indiana,Gary,Lake,NPL Site,41.5934,-87.429,12/30/1982,09/08/1983,09/25/1995,318.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633492"" target=""_blank"">IND980794432 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501816"" target=""_blank"">Ninth Avenue Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,450.0,-9732551.760565117,5100265.992392715
Indiana,Lake,0.25629617728782905,MIDCO II,30.16,IND980679559,501800.0,5.0,Indiana,Gary,Lake,NPL Site,41.622780999999996,-87.408611,10/15/1984,06/10/1986,09/04/2020,1220.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633489"" target=""_blank"">IND980679559 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501800"" target=""_blank"">MIDCO II</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,447.0,-9730282.06746733,5104640.285690235
Indiana,Lake,0.25629617728782905,"American Chemical Service, Inc.",34.98,IND016360265,501373.0,5.0,Indiana,Griffith,Lake,NPL Site,41.5142,-87.4191,09/08/1983,09/21/1984,09/27/2004,920.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633498"" target=""_blank"">IND016360265 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501373"" target=""_blank"">American Chemical Service, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,455.0,-9731449.697606262,5088484.468483953
Indiana,Lake,0.25629617728782905,"U.S. Smelter and Lead Refinery, Inc.",58.31,IND047030226,501433.0,5.0,Indiana,East Chicago,Lake,NPL Site,41.616758000000004,-87.464046,09/03/2008,04/09/2009,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633098"" target=""_blank"">IND047030226 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501433"" target=""_blank"">U.S. Smelter and Lead Refinery, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-03/pdf/E8-20389.pdf"" target=""_blank"">09/03/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7825.pdf"" target=""_blank"">04/09/2009 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,478.0,-9736453.063439457,5103743.408844027
Indiana,Lake,0.25629617728782905,Gary Development Landfill,30.0,IND077005916,501517.0,5.0,Indiana,Gary,Lake,NPL Site,41.614061,-87.426447,03/10/2011,09/16/2011,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633107"" target=""_blank"">IND077005916 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501517"" target=""_blank"">Gary Development Landfill</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,,,No,,,,,480.0,-9732267.56190512,5103341.829343212
Tennessee,Lake,0.29247434435575825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lamar,0.3094302039104681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Lamar,0.21830352209399617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Lamar,0.14912051986602218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Lancaster,0.2246255560543607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Lancaster,0.29378477789304913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lanier,0.23515302695960855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Lauderdale,0.4489443507588533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Lauderdale,0.36199430421722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Laurens,0.383649518361166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Laurens,0.2632569303483324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Lawrence,0.32933418083584937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Leake,0.4280259808654437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Lee,0.23770222800257684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lee,0.5495088630461782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lee,0.24023072819418512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Lee,0.31472681305304556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Lee,0.21502452289612975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Lee,0.6414309484193012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Leflore,0.7550296277898023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Lenoir,0.42440436826395467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Leon,0.3334434672425421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Lexington,0.1684786610878661,SCRDI Dixiana,40.7,SCD980711394,403402.0,4.0,South Carolina,Cayce,Lexington,NPL Site,33.90445,-81.063889,12/30/1982,09/08/1983,09/23/1992,126.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121493"" target=""_blank"">SCD980711394 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403402"" target=""_blank"">SCRDI Dixiana</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,1174.0,-9023990.845202452,4015979.200229189
South Carolina,Lexington,0.1684786610878661,Palmetto Wood Preserving,38.43,SCD003362217,403259.0,4.0,South Carolina,Dixiana,Lexington,NPL Site,33.920831,-81.060281,09/08/1983,09/21/1984,09/30/1997,487.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121499"" target=""_blank"">SCD003362217 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403259"" target=""_blank"">Palmetto Wood Preserving</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,1180.0,-9023589.204479668,4018176.5110932714
South Carolina,Lexington,0.1684786610878661,Lexington County Landfill Area,37.93,SCD980558043,403362.0,4.0,South Carolina,Cayce,Lexington,NPL Site,33.919581,-81.074169,06/24/1988,10/04/1989,09/19/2001,777.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121317"" target=""_blank"">SCD980558043 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403362"" target=""_blank"">Lexington County Landfill Area</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,,,,,1190.0,-9025135.209567806,4018008.823990468
Florida,Liberty,0.2086425664352406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Liberty,0.48260763408480506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Limestone,0.1503513117322954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Limestone,0.18611597047403677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lincoln,0.30720208845208846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lincoln,0.2975634389597273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Lincoln,0.4140815540627273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Lincoln,0.30987028957924634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Little River,0.20980504119422466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Long,0.3017536683879544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Louisa,0.17224867654491766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Lowndes,0.7277400781410652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Lowndes,0.3873311415089518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Lowndes,0.4539977813806639,Kerr-McGee Chemical Corp - Columbus,52.47,MSD990866329,402489.0,4.0,Mississippi,Columbus,Lowndes,NPL Site,33.509767,-88.409686,03/10/2011,09/16/2011,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121085"" target=""_blank"">MSD990866329 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402489"" target=""_blank"">Kerr-McGee Chemical Corp - Columbus</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,,,No,,,,,124.0,-9841721.226713207,3963164.1355420533
Ohio,Lucas,0.22696032198119287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Lunenburg,0.3520006559527714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Lynchburg,0.298157433550774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Macomb,0.1378236373705336,G&H Landfill,49.09,MID980410823,502735.0,5.0,Michigan,Utica,Macomb,NPL Site,42.664719,-83.07776899999999,12/30/1982,09/08/1983,08/26/1999,614.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633527"" target=""_blank"">MID980410823 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502735"" target=""_blank"">G&H Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,254.0,-9248174.94132121,5261077.10649321
Michigan,Macomb,0.1378236373705336,"Liquid Disposal, Inc.",63.28,MID067340711,502593.0,5.0,Michigan,Utica,Macomb,NPL Site,42.652781,-83.073611,12/30/1982,09/08/1983,09/16/1997,452.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633535"" target=""_blank"">MID067340711 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502593"" target=""_blank"">Liquid Disposal, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,262.0,-9247712.07487849,5259270.0255731065
Michigan,Macomb,0.1378236373705336,South Macomb Disposal Authority (Landfills #9 and #9A),33.67,MID069826170,502600.0,5.0,Michigan,Macomb Township,Macomb,NPL Site,42.682081,-82.907389,10/15/1984,06/10/1986,10/31/2005,969.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633570"" target=""_blank"">MID069826170 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502600"" target=""_blank"">South Macomb Disposal Authority (Landfills #9 and #9A)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,294.0,-9229208.32647985,5263705.849485432
Michigan,Macomb,0.1378236373705336,Ten-Mile Drain,48.88,MIN000510063,510063.0,5.0,Michigan,St. Clair Shores,Macomb,NPL Site,42.486944,-82.899167,03/04/2010,09/29/2010,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633104"" target=""_blank"">MIN000510063 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510063"" target=""_blank"">Ten-Mile Drain</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4328.pdf"" target=""_blank"">03/04/2010 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-09-29/pdf/2010-24311.pdf"" target=""_blank"">09/29/2010 (PDF)</a>",,,,No,,,,,624.0,-9228293.05762655,5234202.69991226
Alabama,Macon,0.8120433916316139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Macon,0.6142735768903993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Macon,0.20142487669336306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Madison,0.26161342311395,Redstone Arsenal (USARMY/NASA),50.0,AL7210020742,405545.0,4.0,Alabama,Huntsville,Madison,NPL Site,34.646944,-86.673055,06/23/1993,05/31/1994,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121354"" target=""_blank"">AL7210020742 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405545"" target=""_blank"">Redstone Arsenal (USARMY/NASA)</a>","<a href=""https://semspub.epa.gov/src/document/11/189656"" target=""_blank"">06/23/1993 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,821.0,-9648400.348097397,4116005.151740364
Florida,Madison,0.386686854485481,Madison County Sanitary Landfill,37.93,FLD981019235,404199.0,4.0,Florida,Madison,Madison,NPL Site,30.501110999999998,-83.39375,06/24/1988,08/30/1990,02/04/1997,421.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121309"" target=""_blank"">FLD981019235 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404199"" target=""_blank"">Madison County Sanitary Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,,,,,80.0,-9283349.785341557,3568126.994091531
Louisiana,Madison,0.6332754999543421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Madison,0.38859718458295694,Southeastern Wood Preserving,48.03,MSD000828558,402253.0,4.0,Mississippi,Canton,Madison,NPL Site,32.618061,-90.018189,09/16/2011,03/15/2012,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121088"" target=""_blank"">MSD000828558 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402253"" target=""_blank"">Southeastern Wood Preserving</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23651.pdf"" target=""_blank"">09/16/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6329.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,,,No,,,,,126.0,-10020778.961612662,3844716.991934388
Tennessee,Madison,0.3883185009797518,"American Creosote Works, Inc. (Jackson Plant)",35.22,TND007018799,403623.0,4.0,Tennessee,Jackson,Madison,NPL Site,35.61,-88.8355,10/15/1984,06/10/1986,05/24/2000,686.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121513"" target=""_blank"">TND007018799 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403623"" target=""_blank"">American Creosote Works, Inc. (Jackson Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,1432.0,-9889122.624365857,4247089.819740657
Tennessee,Madison,0.3883185009797518,ICG Iselin Railroad Yard,50.0,TND987767795,405179.0,4.0,Tennessee,Jackson,Madison,Deleted NPL Site,35.6025,-88.797689,05/10/1993,12/16/1994,03/29/2000,683.0,11/08/2001,01/07/2002,"<a href=""https://semspub.epa.gov/src/document/04/11121352"" target=""_blank"">TND987767795 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405179"" target=""_blank"">ICG Iselin Railroad Yard</a>","<a href=""https://semspub.epa.gov/src/document/11/189655"" target=""_blank"">05/10/1993 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-11-08/pdf/01-27832.pdf"" target=""_blank"">11/08/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-11-08/pdf/01-27831.pdf"" target=""_blank"">01/07/2002 (PDF)</a>",,No,,,,,1439.0,-9884913.52309947,4246062.9342252165
Texas,Madison,0.21044525343041165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,Mahoning,0.17720600132060538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Manassas Park,0.17467673646870352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Manassas,0.17699890470974808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Marengo,0.5216561522557388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Marion,0.1467398291477355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Marion,0.3200143557841847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,Marion,0.31268155532655595,Reilly Tar & Chemical Corp. (Indianapolis Plant),34.03,IND000807107,501215.0,5.0,Indiana,Indianapolis,Marion,NPL Site,39.740281,-86.218331,09/08/1983,09/21/1984,12/16/1999,676.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633494"" target=""_blank"">IND000807107 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501215"" target=""_blank"">Reilly Tar & Chemical Corp. (Indianapolis Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,451.0,-9597780.703965914,4828272.089147295
Indiana,Marion,0.31268155532655595,Carter Lee Lumber Co.,35.4,IND016395899,501376.0,5.0,Indiana,Indianapolis,Marion,Deleted NPL Site,39.7654,-86.1918,06/24/1988,03/31/1989,09/29/1995,342.0,05/08/1996,07/09/1996,"<a href=""https://semspub.epa.gov/src/document/05/633408"" target=""_blank"">IND016395899 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501376"" target=""_blank"">Carter Lee Lumber Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-05-08/pdf/96-11311.pdf"" target=""_blank"">05/08/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-07-09/pdf/96-17322.pdf"" target=""_blank"">07/09/1996 (PDF)</a>",,No,,,,,472.0,-9594827.286555678,4831909.182666993
Indiana,Marion,0.31268155532655595,Southside Sanitary Landfill,41.94,IND980607360,501655.0,5.0,Indiana,Indianapolis,Marion,Deleted NPL Site,39.716111,-86.205,06/10/1986,03/31/1989,09/28/1995,338.0,05/14/1997,07/03/1997,"<a href=""https://semspub.epa.gov/src/document/05/633507"" target=""_blank"">IND980607360 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501655"" target=""_blank"">Southside Sanitary Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-05-14/pdf/97-12375.pdf"" target=""_blank"">05/14/1997 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-07-03/pdf/97-17186.pdf"" target=""_blank"">07/03/1997 (PDF)</a>",,No,,,,,463.0,-9596296.703834148,4824773.65693964
Indiana,Marion,0.31268155532655595,Keystone Corridor Ground Water Contamination,50.0,INN000510399,510399.0,5.0,Indiana,Indianapolis,Marion,NPL Site,39.834722,-86.121667,05/24/2013,12/12/2013,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633113"" target=""_blank"">INN000510399 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510399"" target=""_blank"">Keystone Corridor Ground Water Contamination</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12326.pdf"" target=""_blank"">05/24/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29350.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,,,No,,,,,484.0,-9587020.116707873,4841953.518479353
